uid,revenue,popularity,budget,original_title,genres,realease_year,realease_year_decimal
587,90000098,24.961625,70000000,The Abyss,Adventure,1989,1989.6079234972676
588,134748021,23.25645,70000000,Wall Street: Money Never Sleeps,Drama,2010,2010.672131147541
589,215529201,64.45794699999999,70000000,Dracula Untold,Horror,2014,2014.7527322404371
590,116672912,20.089933,70000000,The Siege,Drama,1998,1998.8497267759562
591,135560026,48.032734000000005,70000000,Stardust,Adventure,2007,2007.6079234972676
592,131457682,16.92991,70000000,Seven Years in Tibet,Adventure,1997,1997.6994535519127
593,67112664,14.780634,70000000,The Dilemma,Comedy,2011,2011.035519125683
594,65977295,14.086292000000002,70000000,Bad Company,Action,2002,2002.4357923497269
595,55987321,29.261347999999998,60000000,Doom,Adventure,2005,2005.8046448087432
596,33561137,13.267631,70000000,I Spy,Action,2002,2002.8346994535518
597,160112671,58.40120400000001,70000000,Underworld: Awakening,Fantasy,2012,2012.051912568306
598,59418613,23.515938000000002,75000000,Rock of Ages,Comedy,2012,2012.4521857923498
599,32287044,14.244518,70000000,Hart's War,Drama,2002,2002.1243169398906
600,57777106,29.501489000000003,66000000,Killer Elite,Action,2011,2011.7295081967213
602,19924033,8.37378,70000000,Ballistic: Ecks vs. Sever,Action,2002,2002.72131147541
603,19870567,10.930537,70000000,Hard Rain,Thriller,1998,1998.0437158469945
604,13596911,10.54544,75000000,Osmosis Jones,Adventure,2001,2001.6024590163934
605,18662027,6.6820059999999994,70000000,Legends of Oz: Dorothy's Return,Animation,2013,2013.4521857923498
606,17752940,46.832372,70000000,Blackhat,Crime,2015,2015.035519125683
607,57958696,24.664776,70000000,Sky Captain and the World of Tomorrow,Mystery,2004,2004.7131147540983
608,38629478,13.483386999999999,70000000,Basic Instinct 2,Crime,2006,2006.2459016393443
609,122915111,44.478043,50000000,Escape Plan,Action,2013,2013.7745901639344
610,61279452,25.020428,70000000,The Legend of Hercules,Action,2014,2014.0273224043715
611,193000000,22.392544,68000000,The Sum of All Fears,Thriller,2002,2002.418032786885
612,698491347,107.069763,68000000,The Twilight Saga: Eclipse,Adventure,2010,2010.4795081967213
613,71069884,22.572323,68000000,The Score,Action,2001,2001.535519125683
614,543513985,113.858273,69000000,Despicable Me,Animation,2010,2010.5218579234972
615,35431113,10.004564,60000000,Money Train,Action,1995,1995.8907103825136
616,217022588,68.734513,68000000,Ted 2,Comedy,2015,2015.4849726775958
617,39041505,18.888806,70000000,Agora,Adventure,2009,2009.3797814207649
618,29762011,12.948627,68000000,Mystery Men,Adventure,1999,1999.5997267759562
619,83160734,27.115890000000004,36000000,Hall Pass,Comedy,2011,2011.1516393442623
620,60289912,26.153669,90000000,The Insider,Drama,1999,1999.8265027322404
621,52099090,28.223664000000003,80000000,The Finest Hours,Action,2016,2016.068306010929
622,113280098,37.507135999999996,70000000,Body of Lies,Action,2008,2008.7773224043715
623,86387857,11.023691,69000000,Dinner for Schmucks,Comedy,2010,2010.5819672131147
624,112265139,38.634767,69000000,Abraham Lincoln: Vampire Hunter,Action,2012,2012.47131147541
625,212404396,25.877794,66000000,Entrapment,Romance,1999,1999.3292349726776
626,189198313,18.59991,66000000,The X Files,Mystery,1998,1998.4685792349728
627,25303038,12.282911,67000000,The Last Legion,Action,2007,2007.301912568306
628,481840909,76.04186700000001,70000000,Saving Private Ryan,Drama,1998,1998.5655737704917
629,203277636,54.814890000000005,66000000,Need for Speed,Action,2014,2014.2021857923498
630,374111707,31.39165,70000000,What Women Want,Comedy,2000,2000.957650273224
631,383257136,99.561972,59000000,Ice Age,Animation,2002,2002.1939890710382
632,75715436,26.792794,68000000,Dreamcatcher,Drama,2003,2003.224043715847
633,275293450,36.307296,65000000,Lincoln,History,2012,2012.8579234972676
634,463517383,104.309993,63000000,The Matrix,Action,1999,1999.2486338797814
635,355237933,68.140214,52000000,Apollo 13,Drama,1995,1995.4986338797814
636,172855065,14.646884,65000000,The Santa Clause 2,Fantasy,2002,2002.8346994535518
637,441809770,48.356214,61000000,Les Misérables,Drama,2012,2012.9658469945357
638,250821495,28.540267,65000000,You've Got Mail,Comedy,1998,1998.9631147540983
639,128107642,22.977983,65000000,Step Brothers,Comedy,2008,2008.568306010929
640,250288523,31.086790999999998,95000000,The Mask of Zorro,Action,1998,1998.5437158469945
641,211780824,43.865294,65000000,Due Date,Comedy,2010,2010.844262295082
642,163442937,43.055253,65000000,Unbroken,Drama,2014,2014.9849726775958
643,128884132,15.772081,65000000,Space Cowboys,Action,2000,2000.5846994535518
644,255000211,26.199089999999998,70000000,Cliffhanger,Action,1993,1993.4098360655737
645,150270147,22.769108,50000000,Broken Arrow,Action,1996,1996.1079234972676
646,69700000,18.281798000000002,65000000,The Kid,Fantasy,2000,2000.51912568306
647,162945894,24.697533,63000000,World Trade Center,Drama,2006,2006.6079234972676
649,179379533,31.349142999999998,65000000,The Dictator,Comedy,2012,2012.3743169398906
650,162091208,27.870312,65000000,Eyes Wide Shut,Mystery,1999,1999.5382513661202
651,133821816,33.439187,65000000,Annie,Comedy,2014,2014.9685792349728
652,153962963,59.634029000000005,50100000,Focus,Romance,2015,2015.1516393442623
653,156974557,38.994296999999996,65000000,This Means War,Action,2012,2012.1215846994535
654,128905366,49.660055,65000000,Blade: Trinity,Science Fiction,2004,2004.938524590164
655,38376497,11.743085,4200000,Red Dawn,Action,1984,1984.6106557377047
657,240159255,6.227675,65000000,Resident Evil: Retribution,Action,2012,2012.6994535519127
658,73762516,42.57877,45000000,Death Race,Action,2008,2008.6434426229507
659,89456761,15.858629,65000000,The Long Kiss Goodnight,Crime,1996,1996.7800546448088
661,64321501,15.194239000000001,65000000,Zathura: A Space Adventure,Family,2005,2005.8497267759562
662,100853753,146.75739099999998,63000000,Fight Club,Drama,1999,1999.7909836065573
663,43545364,8.629665,65000000,We Are Marshall,Drama,2006,2006.9494535519127
664,17218080,16.803457,65000000,Hudson Hawk,Action,1991,1991.3961748633878
666,71154592,31.324734000000003,65000000,"I, Frankenstein",Horror,2014,2014.0601092896175
667,42093706,20.415572,50000000,Oliver Twist,Crime,2005,2005.7295081967213
668,56681566,28.613892,43000000,Elektra,Action,2005,2005.035519125683
669,39407616,85.428395,65000000,Sin City: A Dame to Kill For,Crime,2014,2014.6379781420765
670,74608570,4.137237,64000000,Random Hearts,Drama,1999,1999.7718579234972
671,203427584,60.246978000000006,55000000,Everest,Adventure,2015,2015.6939890710382
672,132180323,42.551902,50000000,Perfume: The Story of a Murderer,Crime,2006,2006.7021857923498
673,296655431,40.137264,63000000,Austin Powers in Goldmember,Comedy,2002,2002.5710382513662
674,44091067,24.857079000000002,65000000,Astro Boy,Animation,2009,2009.7909836065573
675,920100000,40.413191,63000000,Jurassic Park,Adventure,1993,1993.4467213114756
676,25052000,13.859307000000001,63000000,Wyatt Earp,Drama,1994,1994.4822404371585
677,215887717,18.832470999999998,62000000,Clear and Present Danger,Action,1994,1994.5915300546446
678,121545703,9.568883999999999,65000000,天將雄師,Action,2015,2015.1352459016393
679,101595121,12.421503999999999,64000000,Little Man,Comedy,2006,2006.668032786885
680,127666415,18.096884,62000000,U-571,Action,2000,2000.3046448087432
681,107879496,11.056763,62000000,The American President,Comedy,1995,1995.8797814207649
682,41819064,13.218008,62000000,The Love Guru,Comedy,2008,2008.47131147541
683,18720175,11.262655,62000000,3000 Miles to Graceland,Action,2001,2001.1461748633878
684,155760117,68.717016,44000000,The Hateful Eight,Crime,2015,2015.9849726775958
686,183953723,16.791058,63000000,Hop,Animation,2011,2011.2486338797814
687,422610419,65.197968,65000000,300,Action,2006,2006.941256830601
688,516642939,32.829538,80000000,Meet the Fockers,Comedy,2004,2004.9767759562842
689,244082376,30.951203000000003,60000000,Marley & Me,Comedy,2008,2008.9849726775958
690,284600000,103.698022,60000000,The Green Mile,Fantasy,1999,1999.9439890710382
692,314432665,47.973995,150000000,Chicken Little,Animation,2005,2005.844262295082
693,369330363,143.041543,61000000,Gone Girl,Mystery,2014,2014.7527322404371
694,214034224,86.47681700000001,60000000,The Bourne Identity,Action,2002,2002.454918032787
695,352194034,59.824565,58000000,GoldenEye,Adventure,1995,1995.8770491803277
696,149705852,18.345613,60000000,The General's Daughter,Crime,1999,1999.4658469945357
697,264118201,56.488027,60000000,The Truman Show,Comedy,1998,1998.4275956284155
698,218613188,29.464852,70000000,The Prince of Egypt,Adventure,1998,1998.957650273224
699,164433867,18.106021,60000000,Daddy Day Care,Comedy,2003,2003.3415300546446
700,131940411,42.881415000000004,61000000,2 Guns,Action,2013,2013.5887978142075
701,93375151,18.735024,60000000,Cats & Dogs,Comedy,2001,2001.5109289617487
702,176070171,62.766854,60000000,The Italian Job,Action,2003,2003.415300546448
703,93354918,24.153567000000002,60000000,Two Weeks Notice,Romance,2002,2002.9685792349728
704,171757863,41.515702000000005,60000000,Antz,Adventure,1998,1998.7554644808743
705,171844840,26.676486999999998,70000000,Couples Retreat,Comedy,2009,2009.7185792349728
706,157920733,16.278022,60000000,Days of Thunder,Adventure,1990,1990.49043715847
707,129181830,18.831023000000002,60000000,Cheaper by the Dozen 2,Comedy,2005,2005.974043715847
708,311256926,113.161483,61000000,Maze Runner: The Scorch Trials,Action,2015,2015.691256830601
709,204594016,28.800112,60000000,Eat Pray Love,Drama,2010,2010.6161202185792
711,71664962,41.430245,58000000,RED,Action,2010,2010.785519125683
712,100230832,23.127561,55000000,Any Given Sunday,Drama,1999,1999.9603825136612
713,186883563,12.867352,60000000,The Horse Whisperer,Drama,1998,1998.3715846994535
714,217764291,44.815022,65000000,Collateral,Drama,2004,2004.594262295082
715,165333180,37.537093,60000000,The Scorpion King,Action,2002,2002.2937158469945
716,74541707,10.99991,60000000,Ladder 49,Drama,2004,2004.7527322404371
717,218340595,56.868399,60000000,Jack Reacher,Crime,2012,2012.97131147541
718,73648228,22.991269,60000000,Deep Blue Sea,Action,1999,1999.5765027322404
720,137551594,38.820858,60000000,Contagion,Drama,2011,2011.688524590164
722,124596398,51.146046999999996,60000000,Coraline,Animation,2009,2009.0969945355191
723,163403799,20.501582,60000000,The Happening,Thriller,2008,2008.4467213114756
724,130293714,45.299089,70000000,Man on Fire,Action,2004,2004.3128415300546
725,61112916,4.280619000000001,50000000,The Shaggy Dog,Comedy,2006,2006.191256830601
726,170268750,28.848841999999998,60000000,Starsky & Hutch,Comedy,2004,2004.1803278688526
727,129832389,22.501041,60000000,Jingle All the Way,Family,1996,1996.8743169398906
728,99318987,47.479755,66000000,Hellboy,Fantasy,2004,2004.2554644808743
729,56702901,10.147321,70000000,A Civil Action,Drama,1998,1998.1803278688526
730,107139399,39.539045,60000000,ParaNorman,Family,2012,2012.5915300546446
731,159330280,19.747459,60000000,The Jackal,Action,1997,1997.8715846994535
732,96269812,29.018826,60000000,Paycheck,Action,2003,2003.9849726775958
734,50877145,16.493576,60000000,The Tale of Despereaux,Adventure,2008,2008.9685792349728
736,104324083,13.080725,60000000,Under Siege 2: Dark Territory,Action,1995,1995.535519125683
737,50549107,42.538258,60000000,Jack Ryan: Shadow Recruit,Action,2014,2014.0409836065573
738,101134059,29.876507,60000000,Joy,Drama,2015,2015.9822404371585
739,205754447,61.849520999999996,60000000,London Has Fallen,Action,2016,2016.172131147541
740,162000000,37.44963,70000000,Alien: Resurrection,Science Fiction,1997,1997.8661202185792
741,95696996,37.378081,61000000,Shooter,Action,2007,2007.2267759562842
742,108255770,30.656345,60000000,The Boxtrolls,Animation,2014,2014.6939890710382
743,46683377,15.142701,75000000,Practical Magic,Drama,1998,1998.7937158469945
744,469160692,59.547928000000006,60000000,The Lego Movie,Adventure,2014,2014.0997267759562
746,43061982,27.615108000000003,60000000,Reign of Fire,Adventure,2002,2002.532786885246
747,105200903,29.041197999999998,60000000,Gangster Squad,Crime,2013,2013.0273224043715
748,62357900,25.293538,60000000,Year One,Comedy,2009,2009.4658469945357
749,122233971,23.85119,60000000,Invictus,Drama,2009,2009.9439890710382
750,87784194,21.685719,60000000,State of Play,Action,2009,2009.2964480874316
751,60000000,13.630049,78146652,Duplicity,Romance,2009,2009.2185792349728
752,36850101,6.80692,65000000,My Favorite Martian,Comedy,1999,1999.113387978142
753,77920346,15.352807,60000000,The Sentinel,Action,2006,2006.301912568306
754,104945765,23.661071,70000000,Planet 51,Science Fiction,2009,2009.8852459016393
755,67312826,21.605532999999998,60000000,Star Trek: Nemesis,Science Fiction,2002,2002.9521857923498
756,119940815,22.620125,60000000,Intolerable Cruelty,Crime,2003,2003.672131147541
758,74901339,24.657931,80000000,Edge of Darkness,Crime,2010,2010.0792349726776
759,33956608,12.621769,60000000,The Relic,Horror,1997,1997.0273224043715
760,55003135,21.08952,60000000,Analyze That,Comedy,2002,2002.9330601092897
761,73174566,18.380176000000002,60000000,Righteous Kill,Action,2008,2008.6967213114756
763,31720158,17.299332999999997,60000000,The Soloist,Drama,2009,2009.3155737704917
764,39459427,16.848899,80000000,The Legend of Bagger Vance,Fantasy,2000,2000.8387978142075
765,47383689,21.547446,60000000,Almost Famous,Drama,2000,2000.707650273224
767,71073932,36.689223,60000000,xXx: State of the Union,Action,2005,2005.3237704918033
768,78309131,28.350927000000002,60000000,Priest,Action,2011,2011.3469945355191
769,26288320,18.815442,60000000,Sinbad: Legend of the Seven Seas,Family,2003,2003.5054644808743
770,26673242,29.787135,60000000,Event Horizon,Horror,1997,1997.6243169398906
771,52322400,8.927137,60000000,Dragonfly,Drama,2002,2002.1434426229507
772,49111202,15.213484,50000000,The Black Dahlia,Drama,2006,2006.707650273224
773,17800000,13.155999,60000000,Flyboys,Action,2006,2006.7267759562842
774,27642707,15.433244,72000000,The Last Castle,Action,2001,2001.801912568306
775,14828081,5.762037,90000000,Supernova,Horror,2000,2000.0382513661202
776,30800231,22.736038,60000000,Winter's Tale,Drama,2014,2014.1188524590164
777,90565421,45.514031,60000000,The Mortal Instruments: City of Bones,Action,2013,2013.6407103825136
778,50650079,18.676291,60000000,Meet Dave,Comedy,2008,2008.5218579234972
779,25473093,14.376463000000001,30000000,Dark Water,Drama,2005,2005.49043715847
781,57490374,27.018886,60000000,Inkheart,Adventure,2008,2008.9467213114756
782,39031337,14.84856,60000000,The Spirit,Action,2008,2008.9849726775958
783,30418560,52.417528999999995,60000000,Mortdecai,Comedy,2015,2015.0573770491803
786,193677158,4.7262900000000005,68490000,西游记之孙悟空三打白骨精,Action,2016,2016.0601092896175
787,10166502,8.923214999999999,80000000,The Great Raid,Action,2005,2005.6161202185792
788,783112979,514.5699559999999,58000000,Deadpool,Action,2016,2016.1079234972676
790,542307423,87.53437,58800000,American Sniper,War,2014,2014.9467213114756
791,158162788,45.351617,58000000,Goosebumps,Adventure,2015,2015.5969945355191
792,102854431,13.43573,58000000,Just Like Heaven,Comedy,2005,2005.7103825136612
793,59468275,6.248309,83000000,The Flintstones in Viva Rock Vegas,Science Fiction,2000,2000.3265027322404
794,189015611,31.294717,63000000,Rambo III,Action,1988,1988.398907103825
795,41299492,7.739275999999999,58000000,Leatherheads,Comedy,2008,2008.2322404371585
797,85280250,14.403696,58000000,Did You Hear About the Morgans?,Comedy,2009,2009.9631147540983
798,44000000,1.551497,58000000,The Internship,Comedy,2013,2013.4357923497269
799,300228084,2.143764,60000000,Resident Evil: Afterlife,Action,2010,2010.691256830601
800,50365377,12.29603,58000000,Red Tails,Drama,2012,2012.051912568306
801,152944660,33.8473,57000000,The Devil's Advocate,Drama,1997,1997.7964480874316
802,58058367,21.723897,70000000,That's My Boy,Comedy,2012,2012.454918032787
803,115267375,31.791978999999998,57000000,DragonHeart,Fantasy,1996,1996.418032786885
804,61347797,14.113066,60000000,After the Sunset,Action,2004,2004.8661202185792
805,149217355,48.622278,57000000,Ghost Rider: Spirit of Vengeance,Action,2011,2011.9439890710382
806,62112895,9.061866,57000000,Captain Corelli's Mandolin,Drama,2001,2001.6297814207649
807,113006880,35.4763,56000000,The Pacifier,Action,2005,2005.1775956284155
808,57223890,23.438398,56000000,Walking Tall,Adventure,2004,2004.2554644808743
809,677945399,138.133331,55000000,Forrest Gump,Comedy,1994,1994.516393442623
810,361366633,47.336034000000005,60000000,Alvin and the Chipmunks,Comedy,2007,2007.9521857923498
811,330444045,29.972240000000003,55000000,Meet the Parents,Comedy,2000,2000.766393442623
812,346079773,47.845589000000004,55000000,Pocahontas,Adventure,1995,1995.454918032787
813,300218018,48.507081,55000000,Superman,Action,1978,1978.9521857923498
814,128769345,20.28119,54000000,The Nutty Professor,Fantasy,1996,1996.487704918033
815,368100420,34.576913,70000000,Hitch,Comedy,2005,2005.1106557377047
817,231449203,36.194802,55000000,American Wedding,Comedy,2003,2003.5860655737704
818,95000000,52.786917,55000000,Captain Phillips,Action,2013,2013.7773224043715
819,152263880,38.061679999999996,55000000,Date Night,Comedy,2010,2010.2718579234972
820,287928194,19.830132,50000000,Casper,Fantasy,1995,1995.4043715846994
821,192330738,79.92205899999999,55000000,The Equalizer,Thriller,2014,2014.7322404371585
822,154906693,19.738215,55000000,Maid in Manhattan,Comedy,2002,2002.9521857923498
823,157387195,20.334629,53000000,Crimson Tide,Action,1995,1995.3661202185792
824,307077295,80.581367,55000000,The Pursuit of Happyness,Drama,2006,2006.954918032787
825,223387299,32.05145,55000000,Flightplan,Thriller,2005,2005.7267759562842
826,214015089,15.064058,55000000,Disclosure,Drama,1994,1994.941256830601
827,198685114,21.272734,55000000,City of Angels,Drama,1998,1998.2773224043715
828,180949000,79.75496600000001,30000000,Kill Bill: Vol. 1,Action,2003,2003.7773224043715
830,152159461,50.622607,30000000,Kill Bill: Vol. 2,Action,2004,2004.2937158469945
831,63408614,22.787667000000003,55000000,Tango & Cash,Action,1989,1989.9767759562842
832,149022650,29.498303999999997,55000000,Death Becomes Her,Fantasy,1992,1992.5819672131147
833,56932305,25.400935,55000000,Shanghai Noon,Adventure,2000,2000.4043715846994
834,121969216,17.231675,55000000,Executive Decision,Action,1996,1996.207650273224
835,187361754,32.835777,55000000,Mr. Popper's Penguins,Comedy,2011,2011.4631147540983
836,127906624,17.097041,55000000,The Forbidden Kingdom,Action,2008,2008.299180327869
837,110000000,14.414937,55000000,Free Birds,Animation,2013,2013.8319672131147
838,159773545,45.856409,50000000,Alien³,Science Fiction,1992,1992.3934426229507
839,141047179,7.027139,55000000,Evita,History,1996,1996.954918032787
840,41610884,32.657488,55000000,Ronin,Action,1998,1998.7349726775958
841,75000000,12.46525,50000000,The Ghost and the Darkness,Adventure,1996,1996.7800546448088
842,259207227,39.882276,55000000,Paddington,Family,2014,2014.9071038251366
843,68267862,39.395881,68000000,The Watch,Comedy,2012,2012.5710382513662
844,34234008,8.634953999999999,55000000,The Hunted,Drama,2003,2003.1967213114756
846,33828318,8.802525,55000000,Stuck on You,Comedy,2003,2003.9439890710382
848,118338361,23.700758999999998,60000000,The Pirates! In an Adventure with Scientists!,Animation,2012,2012.1994535519127
849,113020255,27.509159999999998,55000000,Changeling,Crime,2008,2008.0819672131147
850,60209334,20.588620000000002,50000000,Chain Reaction,Action,1996,1996.5887978142075
851,18626419,4.3664879999999995,55000000,The Fan,Drama,1996,1996.6243169398906
852,154648887,18.927463,70000000,The Phantom of the Opera,Thriller,2004,2004.938524590164
853,74237563,15.274137,55000000,Elizabeth: The Golden Age,Drama,2007,2007.691256830601
854,52304001,29.954302000000002,62000000,Æon Flux,Action,2005,2005.915300546448
855,12923936,4.362535,56000000,Gods and Generals,Drama,2003,2003.1407103825136
856,11466088,4.700024,55000000,Turbulence,Action,1997,1997.0245901639344
858,80383290,14.808304000000001,50000000,Muppets Most Wanted,Comedy,2014,2014.22131147541
859,28283637,9.27875,57000000,Thunderbirds,Action,2004,2004.5628415300546
860,89519773,22.863516,55000000,Burlesque,Drama,2010,2010.8961748633878
862,9250000,23.962108999999998,2000000,Lolita,Drama,1962,1962.4521857923498
863,6416302,12.669777999999999,55000000,D-Tox,Action,2002,2002.0109289617487
864,155010032,67.16958699999999,54000000,Blade II,Fantasy,2002,2002.2267759562842
865,168167691,41.472404,55000000,Seven Pounds,Drama,2008,2008.9658469945357
866,9489829,22.503935000000002,55000000,Bullet to the Head,Action,2013,2013.0846994535518
867,136766062,59.194915,54000000,The Godfather: Part III,Crime,1990,1990.9822404371585
868,52034889,22.894898,57000000,Elizabethtown,Comedy,2005,2005.766393442623
869,130431368,18.600367000000002,54000000,"You, Me and Dupree",Comedy,2006,2006.5382513661202
870,190458706,30.515175,54000000,Superman II,Action,1980,1980.9275956284155
871,7266209,9.053456,54000000,Gigli,Drama,2003,2003.5860655737704
872,9450897,7.768223,55000000,All the King's Men,Drama,2006,2006.6939890710382
873,107196498,19.643365,46000000,Shaft,Action,2000,2000.457650273224
874,139804348,45.565917999999996,53000000,Anastasia,Animation,1997,1997.8879781420765
875,179213434,57.374341,52500000,Moulin Rouge!,Drama,2001,2001.191256830601
876,54249294,8.418560000000001,75000000,Domestic Disturbance,Mystery,2001,2001.8319672131147
877,98837872,46.049902,53000000,Black Mass,Crime,2015,2015.6775956284155
878,65900249,23.9366,90000000,Flags of Our Fathers,War,2006,2006.799180327869
879,126690726,49.593978,53000000,Law Abiding Citizen,Drama,2009,2009.7909836065573
880,25037897,16.637642,67000000,Grindhouse,Thriller,2007,2007.266393442623
883,352114312,73.94404899999999,52000000,Catch Me If You Can,Drama,2002,2002.9849726775958
884,132820716,38.306954,40000000,Zero Dark Thirty,Thriller,2012,2012.9685792349728
885,204999686,26.251216999999997,52000000,The Break-Up,Romance,2006,2006.4193989071039
886,609841637,30.780599,52000000,Mamma Mia!,Comedy,2008,2008.5081967213114
887,216485654,25.41929,52000000,Valentine's Day,Comedy,2010,2010.1106557377047
888,110803676,15.982120000000002,50000000,The Dukes of Hazzard,Action,2005,2005.5969945355191
889,98126565,40.072583,52000000,The Thin Red Line,Drama,1998,1998.9849726775958
890,75450437,32.015477000000004,52000000,The Change-Up,Comedy,2011,2011.5969945355191
891,47434430,24.444186,82000000,Man on the Moon,Comedy,1999,1999.9767759562842
892,116112375,40.06688,52000000,Casino,Drama,1995,1995.8934426229507
893,52826594,27.916284,52000000,From Paris with Love,Action,2010,2010.0969945355191
895,149270999,39.001682,51000000,"Me, Myself & Irene",Comedy,2000,2000.4767759562842
896,72779000,10.430832,51000000,Barnyard,Animation,2006,2006.594262295082
898,709827462,94.815867,50000000,The Twilight Saga: New Moon,Adventure,2009,2009.207650273224
899,484409218,67.298732,60000000,Shrek,Adventure,2001,2001.3770491803277
900,127869379,26.60772,50200000,The Adjustment Bureau,Science Fiction,2011,2011.1748633879781
901,390493908,28.803728999999997,48000000,Robin Hood: Prince of Thieves,Adventure,1991,1991.454918032787
902,273552592,27.039635999999998,50000000,Jerry Maguire,Comedy,1996,1996.9330601092897
903,549368315,68.87691,50000000,Ted,Comedy,2012,2012.4959016393443
904,314178011,37.885022,50000000,As Good as It Gets,Comedy,1997,1997.9685792349728
905,202292902,35.537397,50000000,Patch Adams,Comedy,1998,1998.9849726775958
906,173649015,38.125008,50000000,Anchorman 2: The Legend Continues,Comedy,2013,2013.9658469945357
907,171269535,18.121404000000002,50000000,Mr. Deeds,Comedy,2002,2002.4931693989072
908,260095987,37.069253,50000000,Super 8,Thriller,2011,2011.438524590164
909,256271286,30.347332,52000000,Erin Brockovich,Drama,2000,2000.2131147540983
910,177371441,23.854701000000002,50000000,How to Lose a Guy in 10 Days,Comedy,2003,2003.1024590163934
911,188441614,52.380982,50000000,22 Jump Street,Crime,2014,2014.4303278688526
912,223664608,50.163785,60000000,Interview with the Vampire,Horror,1994,1994.863387978142
913,225990978,43.849351,70000000,Yes Man,Comedy,2008,2008.941256830601
914,216972543,45.318703,50000000,Central Intelligence,Action,2016,2016.457650273224
916,242786137,38.616744,50000000,Daddy's Home,Comedy,2015,2015.9849726775958
917,212902372,65.90160999999999,50000000,Into the Woods,Fantasy,2014,2014.9849726775958
918,184376254,45.220386,45000000,Inside Man,Crime,2006,2006.2295081967213
919,161626121,17.457947,90000000,Payback,Drama,1999,1999.0969945355191
920,152022101,10.755847,50000000,Congo,Action,1995,1995.441256830601
921,120081841,38.629763,50000000,We Bought a Zoo,Drama,2011,2011.9767759562842
922,155446362,32.693093,50000000,Knowing,Action,2009,2009.2185792349728
923,88715192,18.806031,50000000,Failure to Launch,Comedy,2006,2006.1939890710382
924,161451538,32.233713,50000000,The Ring Two,Drama,2005,2005.2131147540983
925,142851197,37.990705,50000000,"Crazy, Stupid, Love.",Comedy,2011,2011.5792349726776
926,200804534,17.667826,50000000,Garfield,Animation,2004,2004.4439890710382
928,110206216,46.180421,50000000,Moneyball,Drama,2011,2011.7267759562842
929,189859560,30.397496000000004,50000000,Outbreak,Action,1995,1995.1939890710382
930,222809600,83.295796,50000000,Non-Stop,Action,2014,2014.0710382513662
931,106303988,23.935053,50000000,Race to Witch Mountain,Adventure,2009,2009.1994535519127
932,132511035,84.630969,54000000,V for Vendetta,Action,2006,2006.207650273224
933,88323487,16.251204,50000000,Shanghai Knights,Action,2003,2003.0997267759562
934,69834815,9.894346,50000000,Curious George,Adventure,2006,2006.1106557377047
935,66002004,12.050755,50000000,Herbie Fully Loaded,Comedy,2005,2005.4767759562842
936,100020092,11.596207000000001,50000000,Don't Say a Word,Thriller,2001,2001.7431693989072
937,224803475,53.02786999999999,50000000,Hansel & Gretel: Witch Hunters,Fantasy,2013,2013.0464480874316
938,119137784,14.382253,50000000,Unfaithful,Thriller,2002,2002.3606557377047
939,144492830,43.450266,50000000,I Am Number Four,Action,2011,2011.1325136612022
940,94000000,16.871194,50000000,Syriana,Drama,2005,2005.8961748633878
941,69411370,42.526529,50000000,13 Hours: The Secret Soldiers of Benghazi,Action,2016,2016.035519125683
942,97437106,34.890999,50000000,The Book of Life,Romance,2014,2014.7527322404371
943,82800000,18.186026000000002,45000000,Firewall,Thriller,2006,2006.1106557377047
944,50068310,13.576765,50000000,Absolute Power,Crime,1997,1997.1215846994535
945,48169156,19.434672,50000000,G.I. Jane,Action,1997,1997.6434426229507
946,109423648,62.925175,50000000,The Game,Drama,1997,1997.6994535519127
947,97607453,32.927994,50000000,Silent Hill,Horror,2006,2006.3073770491803
949,234989584,39.920035,50000000,American Reunion,Comedy,2012,2012.2609289617487
950,44547681,28.725621000000004,50000000,The Negotiator,Action,1998,1998.5792349726776
951,160602194,20.566554,50000000,Into the Storm,Action,2014,2014.5997267759562
952,119208989,20.333953,50000000,Beverly Hills Cop III,Action,1994,1994.398907103825
953,41482207,33.98637,50000000,Gremlins 2: The New Batch,Comedy,1990,1990.457650273224
954,83719388,42.472324,50000000,The Judge,Drama,2014,2014.7718579234972
956,129394835,29.880121999999997,45000000,Resident Evil: Apocalypse,Horror,2004,2004.6939890710382
957,40203020,28.803802,50000000,Bridget Jones: The Edge of Reason,Comedy,2004,2004.8606557377047
958,55495563,14.993459,50000000,Out of Time,Thriller,2003,2003.7581967213114
959,49000000,9.114168,50000000,On Deadly Ground,Action,1994,1994.1325136612022
960,69425966,12.311010000000001,50000000,The Adventures of Sharkboy and Lavagirl,Adventure,2005,2005.4439890710382
961,144056873,41.362082,40000000,The Beach,Drama,2000,2000.113387978142
962,49718611,13.298205,50000000,Raising Helen,Drama,2004,2004.4071038251366
963,60462347,19.085403,40000000,Ninja Assassin,Action,2009,2009.7459016393443
965,113309743,11.106005999999999,50000000,Striptease,Drama,1996,1996.4931693989072
966,83761844,12.256219999999999,50000000,Marmaduke,Family,2010,2010.4275956284155
967,105197635,13.365715,50000000,Hereafter,Drama,2010,2010.7909836065573
968,56714147,16.167092999999998,50000000,Murder by Numbers,Crime,2002,2002.301912568306
969,30303072,23.073933,50000000,Assassins,Action,1995,1995.766393442623
970,82169884,6.5670649999999995,50000000,Hannibal Rising,Crime,2007,2007.0997267759562
971,58900031,6.22577,50000000,The Story of Us,Comedy,1999,1999.785519125683
