,genres,norm_per_year,production_companies,total_films,year
4590,Romance,0.0,Twentieth Century Fox Film Corporation,0,1980
4597,Romance,0.0,Universal Pictures,0,1980
4591,Romance,0.0,Walt Disney Pictures,0,1980
4593,Romance,0.0,Warner Bros.,0,1980
4532,Science Fiction,0.0,Columbia Pictures,0,1980
4536,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1980
4535,Science Fiction,0.0,New Line Cinema,0,1980
4534,Science Fiction,0.0,Paramount Pictures,0,1980
4538,Science Fiction,0.0,Relativity Media,0,1980
4539,Science Fiction,0.0,Touchstone Pictures,0,1980
160,Science Fiction,0.5,Twentieth Century Fox Film Corporation,1,1980
4537,Science Fiction,0.0,Universal Pictures,0,1980
4531,Science Fiction,0.0,Walt Disney Pictures,0,1980
171,Science Fiction,0.5,Warner Bros.,1,1980
4562,Thriller,0.0,Columbia Pictures,0,1980
4566,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1980
4565,Thriller,0.0,New Line Cinema,0,1980
4564,Thriller,0.0,Paramount Pictures,0,1980
4568,Thriller,0.0,Relativity Media,0,1980
4569,Thriller,0.0,Touchstone Pictures,0,1980
4560,Thriller,0.0,Twentieth Century Fox Film Corporation,0,1980
4567,Thriller,0.0,Universal Pictures,0,1980
4561,Thriller,0.0,Walt Disney Pictures,0,1980
172,Thriller,1.0,Warner Bros.,1,1980
4632,War,0.0,Columbia Pictures,0,1980
4636,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1980
4635,War,0.0,New Line Cinema,0,1980
4634,War,0.0,Paramount Pictures,0,1980
4638,War,0.0,Relativity Media,0,1980
4639,War,0.0,Touchstone Pictures,0,1980
4630,War,0.0,Twentieth Century Fox Film Corporation,0,1980
4637,War,0.0,Universal Pictures,0,1980
4631,War,0.0,Walt Disney Pictures,0,1980
4633,War,0.0,Warner Bros.,0,1980
4582,Western,0.0,Columbia Pictures,0,1980
4586,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1980
4585,Western,0.0,New Line Cinema,0,1980
4584,Western,0.0,Paramount Pictures,0,1980
4588,Western,0.0,Relativity Media,0,1980
4589,Western,0.0,Touchstone Pictures,0,1980
4580,Western,0.0,Twentieth Century Fox Film Corporation,0,1980
4587,Western,0.0,Universal Pictures,0,1980
4581,Western,0.0,Walt Disney Pictures,0,1980
4583,Western,0.0,Warner Bros.,0,1980
4802,Action,0.0,Columbia Pictures,0,1981
4806,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4805,Action,0.0,New Line Cinema,0,1981
176,Action,0.5,Paramount Pictures,1,1981
4808,Action,0.0,Relativity Media,0,1981
4809,Action,0.0,Touchstone Pictures,0,1981
4800,Action,0.0,Twentieth Century Fox Film Corporation,0,1981
185,Action,0.5,Universal Pictures,1,1981
4801,Action,0.0,Walt Disney Pictures,0,1981
4803,Action,0.0,Warner Bros.,0,1981
4812,Adventure,0.0,Columbia Pictures,0,1981
4816,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4815,Adventure,0.0,New Line Cinema,0,1981
177,Adventure,1.0,Paramount Pictures,1,1981
4818,Adventure,0.0,Relativity Media,0,1981
4819,Adventure,0.0,Touchstone Pictures,0,1981
4810,Adventure,0.0,Twentieth Century Fox Film Corporation,0,1981
4817,Adventure,0.0,Universal Pictures,0,1981
4811,Adventure,0.0,Walt Disney Pictures,0,1981
4813,Adventure,0.0,Warner Bros.,0,1981
4902,Comedy,0.0,Columbia Pictures,0,1981
4906,Comedy,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4905,Comedy,0.0,New Line Cinema,0,1981
4904,Comedy,0.0,Paramount Pictures,0,1981
4908,Comedy,0.0,Relativity Media,0,1981
4909,Comedy,0.0,Touchstone Pictures,0,1981
182,Comedy,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1981
186,Comedy,0.6666666666666666,Universal Pictures,2,1981
4901,Comedy,0.0,Walt Disney Pictures,0,1981
4903,Comedy,0.0,Warner Bros.,0,1981
4842,Crime,0.0,Columbia Pictures,0,1981
4846,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4845,Crime,0.0,New Line Cinema,0,1981
4844,Crime,0.0,Paramount Pictures,0,1981
4848,Crime,0.0,Relativity Media,0,1981
4849,Crime,0.0,Touchstone Pictures,0,1981
4840,Crime,0.0,Twentieth Century Fox Film Corporation,0,1981
187,Crime,1.0,Universal Pictures,1,1981
4841,Crime,0.0,Walt Disney Pictures,0,1981
4843,Crime,0.0,Warner Bros.,0,1981
4852,Drama,0.0,Columbia Pictures,0,1981
173,Drama,0.2,Metro-Goldwyn-Mayer (MGM),1,1981
4855,Drama,0.0,New Line Cinema,0,1981
178,Drama,0.2,Paramount Pictures,1,1981
4858,Drama,0.0,Relativity Media,0,1981
4859,Drama,0.0,Touchstone Pictures,0,1981
183,Drama,0.2,Twentieth Century Fox Film Corporation,1,1981
188,Drama,0.2,Universal Pictures,1,1981
4851,Drama,0.0,Walt Disney Pictures,0,1981
192,Drama,0.2,Warner Bros.,1,1981
4872,Family,0.0,Columbia Pictures,0,1981
4876,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4875,Family,0.0,New Line Cinema,0,1981
4874,Family,0.0,Paramount Pictures,0,1981
4878,Family,0.0,Relativity Media,0,1981
4879,Family,0.0,Touchstone Pictures,0,1981
4870,Family,0.0,Twentieth Century Fox Film Corporation,0,1981
189,Family,1.0,Universal Pictures,1,1981
4871,Family,0.0,Walt Disney Pictures,0,1981
4873,Family,0.0,Warner Bros.,0,1981
4822,Fantasy,0.0,Columbia Pictures,0,1981
4826,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4825,Fantasy,0.0,New Line Cinema,0,1981
179,Fantasy,1.0,Paramount Pictures,1,1981
4828,Fantasy,0.0,Relativity Media,0,1981
4829,Fantasy,0.0,Touchstone Pictures,0,1981
4820,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1981
4827,Fantasy,0.0,Universal Pictures,0,1981
4821,Fantasy,0.0,Walt Disney Pictures,0,1981
4823,Fantasy,0.0,Warner Bros.,0,1981
4922,History,0.0,Columbia Pictures,0,1981
174,History,0.3333333333333333,Metro-Goldwyn-Mayer (MGM),1,1981
4925,History,0.0,New Line Cinema,0,1981
4924,History,0.0,Paramount Pictures,0,1981
4928,History,0.0,Relativity Media,0,1981
4929,History,0.0,Touchstone Pictures,0,1981
184,History,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1981
4927,History,0.0,Universal Pictures,0,1981
4921,History,0.0,Walt Disney Pictures,0,1981
193,History,0.3333333333333333,Warner Bros.,1,1981
4912,Horror,0.0,Columbia Pictures,0,1981
4916,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4915,Horror,0.0,New Line Cinema,0,1981
180,Horror,1.0,Paramount Pictures,1,1981
4918,Horror,0.0,Relativity Media,0,1981
4919,Horror,0.0,Touchstone Pictures,0,1981
4910,Horror,0.0,Twentieth Century Fox Film Corporation,0,1981
4917,Horror,0.0,Universal Pictures,0,1981
4911,Horror,0.0,Walt Disney Pictures,0,1981
4913,Horror,0.0,Warner Bros.,0,1981
4942,Music,0.0,Columbia Pictures,0,1981
4946,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4945,Music,0.0,New Line Cinema,0,1981
4944,Music,0.0,Paramount Pictures,0,1981
4948,Music,0.0,Relativity Media,0,1981
4949,Music,0.0,Touchstone Pictures,0,1981
4940,Music,0.0,Twentieth Century Fox Film Corporation,0,1981
4947,Music,0.0,Universal Pictures,0,1981
4941,Music,0.0,Walt Disney Pictures,0,1981
4943,Music,0.0,Warner Bros.,0,1981
4892,Romance,0.0,Columbia Pictures,0,1981
4896,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4895,Romance,0.0,New Line Cinema,0,1981
4894,Romance,0.0,Paramount Pictures,0,1981
4898,Romance,0.0,Relativity Media,0,1981
4899,Romance,0.0,Touchstone Pictures,0,1981
4890,Romance,0.0,Twentieth Century Fox Film Corporation,0,1981
190,Romance,1.0,Universal Pictures,2,1981
4891,Romance,0.0,Walt Disney Pictures,0,1981
4893,Romance,0.0,Warner Bros.,0,1981
4832,Science Fiction,0.0,Columbia Pictures,0,1981
4836,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4835,Science Fiction,0.0,New Line Cinema,0,1981
4834,Science Fiction,0.0,Paramount Pictures,0,1981
4838,Science Fiction,0.0,Relativity Media,0,1981
4839,Science Fiction,0.0,Touchstone Pictures,0,1981
4830,Science Fiction,0.0,Twentieth Century Fox Film Corporation,0,1981
4837,Science Fiction,0.0,Universal Pictures,0,1981
4831,Science Fiction,0.0,Walt Disney Pictures,0,1981
4833,Science Fiction,0.0,Warner Bros.,0,1981
4862,Thriller,0.0,Columbia Pictures,0,1981
4866,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4865,Thriller,0.0,New Line Cinema,0,1981
181,Thriller,0.5,Paramount Pictures,1,1981
4868,Thriller,0.0,Relativity Media,0,1981
4869,Thriller,0.0,Touchstone Pictures,0,1981
4860,Thriller,0.0,Twentieth Century Fox Film Corporation,0,1981
191,Thriller,0.5,Universal Pictures,1,1981
4861,Thriller,0.0,Walt Disney Pictures,0,1981
4863,Thriller,0.0,Warner Bros.,0,1981
4932,War,0.0,Columbia Pictures,0,1981
175,War,1.0,Metro-Goldwyn-Mayer (MGM),1,1981
4935,War,0.0,New Line Cinema,0,1981
4934,War,0.0,Paramount Pictures,0,1981
4938,War,0.0,Relativity Media,0,1981
4939,War,0.0,Touchstone Pictures,0,1981
4930,War,0.0,Twentieth Century Fox Film Corporation,0,1981
4937,War,0.0,Universal Pictures,0,1981
4931,War,0.0,Walt Disney Pictures,0,1981
4933,War,0.0,Warner Bros.,0,1981
4882,Western,0.0,Columbia Pictures,0,1981
4886,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1981
4885,Western,0.0,New Line Cinema,0,1981
4884,Western,0.0,Paramount Pictures,0,1981
4888,Western,0.0,Relativity Media,0,1981
4889,Western,0.0,Touchstone Pictures,0,1981
4880,Western,0.0,Twentieth Century Fox Film Corporation,0,1981
4887,Western,0.0,Universal Pictures,0,1981
4881,Western,0.0,Walt Disney Pictures,0,1981
4883,Western,0.0,Warner Bros.,0,1981
3452,Action,0.0,Columbia Pictures,0,1982
196,Action,0.3333333333333333,Metro-Goldwyn-Mayer (MGM),1,1982
3455,Action,0.0,New Line Cinema,0,1982
201,Action,0.3333333333333333,Paramount Pictures,1,1982
3458,Action,0.0,Relativity Media,0,1982
3459,Action,0.0,Touchstone Pictures,0,1982
3450,Action,0.0,Twentieth Century Fox Film Corporation,0,1982
207,Action,0.3333333333333333,Universal Pictures,1,1982
3451,Action,0.0,Walt Disney Pictures,0,1982
3453,Action,0.0,Warner Bros.,0,1982
3462,Adventure,0.0,Columbia Pictures,0,1982
3466,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3465,Adventure,0.0,New Line Cinema,0,1982
202,Adventure,0.3333333333333333,Paramount Pictures,1,1982
3468,Adventure,0.0,Relativity Media,0,1982
3469,Adventure,0.0,Touchstone Pictures,0,1982
3460,Adventure,0.0,Twentieth Century Fox Film Corporation,0,1982
208,Adventure,0.6666666666666666,Universal Pictures,2,1982
3461,Adventure,0.0,Walt Disney Pictures,0,1982
3463,Adventure,0.0,Warner Bros.,0,1982
3552,Comedy,0.0,Columbia Pictures,0,1982
197,Comedy,0.25,Metro-Goldwyn-Mayer (MGM),1,1982
3555,Comedy,0.0,New Line Cinema,0,1982
3554,Comedy,0.0,Paramount Pictures,0,1982
3558,Comedy,0.0,Relativity Media,0,1982
3559,Comedy,0.0,Touchstone Pictures,0,1982
3550,Comedy,0.0,Twentieth Century Fox Film Corporation,0,1982
209,Comedy,0.5,Universal Pictures,2,1982
3551,Comedy,0.0,Walt Disney Pictures,0,1982
216,Comedy,0.25,Warner Bros.,1,1982
3492,Crime,0.0,Columbia Pictures,0,1982
3496,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3495,Crime,0.0,New Line Cinema,0,1982
3494,Crime,0.0,Paramount Pictures,0,1982
3498,Crime,0.0,Relativity Media,0,1982
3499,Crime,0.0,Touchstone Pictures,0,1982
3490,Crime,0.0,Twentieth Century Fox Film Corporation,0,1982
3497,Crime,0.0,Universal Pictures,0,1982
3491,Crime,0.0,Walt Disney Pictures,0,1982
3493,Crime,0.0,Warner Bros.,0,1982
194,Drama,0.2,Columbia Pictures,1,1982
198,Drama,0.2,Metro-Goldwyn-Mayer (MGM),1,1982
3505,Drama,0.0,New Line Cinema,0,1982
3504,Drama,0.0,Paramount Pictures,0,1982
3508,Drama,0.0,Relativity Media,0,1982
3509,Drama,0.0,Touchstone Pictures,0,1982
206,Drama,0.2,Twentieth Century Fox Film Corporation,1,1982
210,Drama,0.2,Universal Pictures,1,1982
3501,Drama,0.0,Walt Disney Pictures,0,1982
217,Drama,0.2,Warner Bros.,1,1982
3522,Family,0.0,Columbia Pictures,0,1982
3526,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3525,Family,0.0,New Line Cinema,0,1982
3524,Family,0.0,Paramount Pictures,0,1982
3528,Family,0.0,Relativity Media,0,1982
3529,Family,0.0,Touchstone Pictures,0,1982
3520,Family,0.0,Twentieth Century Fox Film Corporation,0,1982
211,Family,1.0,Universal Pictures,1,1982
3521,Family,0.0,Walt Disney Pictures,0,1982
3523,Family,0.0,Warner Bros.,0,1982
3472,Fantasy,0.0,Columbia Pictures,0,1982
199,Fantasy,0.2,Metro-Goldwyn-Mayer (MGM),1,1982
3475,Fantasy,0.0,New Line Cinema,0,1982
3474,Fantasy,0.0,Paramount Pictures,0,1982
3478,Fantasy,0.0,Relativity Media,0,1982
3479,Fantasy,0.0,Touchstone Pictures,0,1982
3470,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1982
212,Fantasy,0.6,Universal Pictures,3,1982
3471,Fantasy,0.0,Walt Disney Pictures,0,1982
218,Fantasy,0.2,Warner Bros.,1,1982
195,History,1.0,Columbia Pictures,1,1982
3576,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3575,History,0.0,New Line Cinema,0,1982
3574,History,0.0,Paramount Pictures,0,1982
3578,History,0.0,Relativity Media,0,1982
3579,History,0.0,Touchstone Pictures,0,1982
3570,History,0.0,Twentieth Century Fox Film Corporation,0,1982
3577,History,0.0,Universal Pictures,0,1982
3571,History,0.0,Walt Disney Pictures,0,1982
3573,History,0.0,Warner Bros.,0,1982
3562,Horror,0.0,Columbia Pictures,0,1982
200,Horror,0.16666666666666666,Metro-Goldwyn-Mayer (MGM),1,1982
3565,Horror,0.0,New Line Cinema,0,1982
203,Horror,0.16666666666666666,Paramount Pictures,1,1982
3568,Horror,0.0,Relativity Media,0,1982
3569,Horror,0.0,Touchstone Pictures,0,1982
3560,Horror,0.0,Twentieth Century Fox Film Corporation,0,1982
213,Horror,0.5,Universal Pictures,3,1982
3561,Horror,0.0,Walt Disney Pictures,0,1982
219,Horror,0.16666666666666666,Warner Bros.,1,1982
3592,Music,0.0,Columbia Pictures,0,1982
3596,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3595,Music,0.0,New Line Cinema,0,1982
3594,Music,0.0,Paramount Pictures,0,1982
3598,Music,0.0,Relativity Media,0,1982
3599,Music,0.0,Touchstone Pictures,0,1982
3590,Music,0.0,Twentieth Century Fox Film Corporation,0,1982
3597,Music,0.0,Universal Pictures,0,1982
3591,Music,0.0,Walt Disney Pictures,0,1982
3593,Music,0.0,Warner Bros.,0,1982
3542,Romance,0.0,Columbia Pictures,0,1982
3546,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3545,Romance,0.0,New Line Cinema,0,1982
3544,Romance,0.0,Paramount Pictures,0,1982
3548,Romance,0.0,Relativity Media,0,1982
3549,Romance,0.0,Touchstone Pictures,0,1982
3540,Romance,0.0,Twentieth Century Fox Film Corporation,0,1982
3547,Romance,0.0,Universal Pictures,0,1982
3541,Romance,0.0,Walt Disney Pictures,0,1982
3543,Romance,0.0,Warner Bros.,0,1982
3482,Science Fiction,0.0,Columbia Pictures,0,1982
3486,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3485,Science Fiction,0.0,New Line Cinema,0,1982
204,Science Fiction,0.2,Paramount Pictures,1,1982
3488,Science Fiction,0.0,Relativity Media,0,1982
3489,Science Fiction,0.0,Touchstone Pictures,0,1982
3480,Science Fiction,0.0,Twentieth Century Fox Film Corporation,0,1982
214,Science Fiction,0.6,Universal Pictures,3,1982
3481,Science Fiction,0.0,Walt Disney Pictures,0,1982
220,Science Fiction,0.2,Warner Bros.,1,1982
3512,Thriller,0.0,Columbia Pictures,0,1982
3516,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3515,Thriller,0.0,New Line Cinema,0,1982
205,Thriller,0.5,Paramount Pictures,2,1982
3518,Thriller,0.0,Relativity Media,0,1982
3519,Thriller,0.0,Touchstone Pictures,0,1982
3510,Thriller,0.0,Twentieth Century Fox Film Corporation,0,1982
215,Thriller,0.25,Universal Pictures,1,1982
3511,Thriller,0.0,Walt Disney Pictures,0,1982
221,Thriller,0.25,Warner Bros.,1,1982
3582,War,0.0,Columbia Pictures,0,1982
3586,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3585,War,0.0,New Line Cinema,0,1982
3584,War,0.0,Paramount Pictures,0,1982
3588,War,0.0,Relativity Media,0,1982
3589,War,0.0,Touchstone Pictures,0,1982
3580,War,0.0,Twentieth Century Fox Film Corporation,0,1982
3587,War,0.0,Universal Pictures,0,1982
3581,War,0.0,Walt Disney Pictures,0,1982
3583,War,0.0,Warner Bros.,0,1982
3532,Western,0.0,Columbia Pictures,0,1982
3536,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1982
3535,Western,0.0,New Line Cinema,0,1982
3534,Western,0.0,Paramount Pictures,0,1982
3538,Western,0.0,Relativity Media,0,1982
3539,Western,0.0,Touchstone Pictures,0,1982
3530,Western,0.0,Twentieth Century Fox Film Corporation,0,1982
3537,Western,0.0,Universal Pictures,0,1982
3531,Western,0.0,Walt Disney Pictures,0,1982
3533,Western,0.0,Warner Bros.,0,1982
5252,Action,0.0,Columbia Pictures,0,1983
5256,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5255,Action,0.0,New Line Cinema,0,1983
5254,Action,0.0,Paramount Pictures,0,1983
5258,Action,0.0,Relativity Media,0,1983
5259,Action,0.0,Touchstone Pictures,0,1983
234,Action,0.3333333333333333,Twentieth Century Fox Film Corporation,1,1983
237,Action,0.3333333333333333,Universal Pictures,1,1983
5251,Action,0.0,Walt Disney Pictures,0,1983
243,Action,0.3333333333333333,Warner Bros.,1,1983
5262,Adventure,0.0,Columbia Pictures,0,1983
222,Adventure,0.25,Metro-Goldwyn-Mayer (MGM),1,1983
5265,Adventure,0.0,New Line Cinema,0,1983
5264,Adventure,0.0,Paramount Pictures,0,1983
5268,Adventure,0.0,Relativity Media,0,1983
5269,Adventure,0.0,Touchstone Pictures,0,1983
235,Adventure,0.25,Twentieth Century Fox Film Corporation,1,1983
5267,Adventure,0.0,Universal Pictures,0,1983
5261,Adventure,0.0,Walt Disney Pictures,0,1983
244,Adventure,0.5,Warner Bros.,2,1983
5352,Comedy,0.0,Columbia Pictures,0,1983
223,Comedy,0.25,Metro-Goldwyn-Mayer (MGM),1,1983
5355,Comedy,0.0,New Line Cinema,0,1983
227,Comedy,0.25,Paramount Pictures,1,1983
5358,Comedy,0.0,Relativity Media,0,1983
5359,Comedy,0.0,Touchstone Pictures,0,1983
5350,Comedy,0.0,Twentieth Century Fox Film Corporation,0,1983
5357,Comedy,0.0,Universal Pictures,0,1983
5351,Comedy,0.0,Walt Disney Pictures,0,1983
245,Comedy,0.5,Warner Bros.,2,1983
5292,Crime,0.0,Columbia Pictures,0,1983
5296,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5295,Crime,0.0,New Line Cinema,0,1983
5294,Crime,0.0,Paramount Pictures,0,1983
5298,Crime,0.0,Relativity Media,0,1983
5299,Crime,0.0,Touchstone Pictures,0,1983
5290,Crime,0.0,Twentieth Century Fox Film Corporation,0,1983
238,Crime,0.5,Universal Pictures,1,1983
5291,Crime,0.0,Walt Disney Pictures,0,1983
246,Crime,0.5,Warner Bros.,1,1983
5302,Drama,0.0,Columbia Pictures,0,1983
224,Drama,0.2857142857142857,Metro-Goldwyn-Mayer (MGM),2,1983
5305,Drama,0.0,New Line Cinema,0,1983
228,Drama,0.14285714285714285,Paramount Pictures,1,1983
5308,Drama,0.0,Relativity Media,0,1983
5309,Drama,0.0,Touchstone Pictures,0,1983
5300,Drama,0.0,Twentieth Century Fox Film Corporation,0,1983
239,Drama,0.14285714285714285,Universal Pictures,1,1983
5301,Drama,0.0,Walt Disney Pictures,0,1983
247,Drama,0.42857142857142855,Warner Bros.,3,1983
5322,Family,0.0,Columbia Pictures,0,1983
225,Family,1.0,Metro-Goldwyn-Mayer (MGM),1,1983
5325,Family,0.0,New Line Cinema,0,1983
5324,Family,0.0,Paramount Pictures,0,1983
5328,Family,0.0,Relativity Media,0,1983
5329,Family,0.0,Touchstone Pictures,0,1983
5320,Family,0.0,Twentieth Century Fox Film Corporation,0,1983
5327,Family,0.0,Universal Pictures,0,1983
5321,Family,0.0,Walt Disney Pictures,0,1983
5323,Family,0.0,Warner Bros.,0,1983
5272,Fantasy,0.0,Columbia Pictures,0,1983
5276,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5275,Fantasy,0.0,New Line Cinema,0,1983
5274,Fantasy,0.0,Paramount Pictures,0,1983
5278,Fantasy,0.0,Relativity Media,0,1983
5279,Fantasy,0.0,Touchstone Pictures,0,1983
5270,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,1983
5277,Fantasy,0.0,Universal Pictures,0,1983
5271,Fantasy,0.0,Walt Disney Pictures,0,1983
248,Fantasy,1.0,Warner Bros.,2,1983
5372,History,0.0,Columbia Pictures,0,1983
5376,History,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5375,History,0.0,New Line Cinema,0,1983
5374,History,0.0,Paramount Pictures,0,1983
5378,History,0.0,Relativity Media,0,1983
5379,History,0.0,Touchstone Pictures,0,1983
5370,History,0.0,Twentieth Century Fox Film Corporation,0,1983
5377,History,0.0,Universal Pictures,0,1983
5371,History,0.0,Walt Disney Pictures,0,1983
249,History,1.0,Warner Bros.,1,1983
5362,Horror,0.0,Columbia Pictures,0,1983
5366,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5365,Horror,0.0,New Line Cinema,0,1983
229,Horror,0.3333333333333333,Paramount Pictures,1,1983
5368,Horror,0.0,Relativity Media,0,1983
5369,Horror,0.0,Touchstone Pictures,0,1983
5360,Horror,0.0,Twentieth Century Fox Film Corporation,0,1983
240,Horror,0.3333333333333333,Universal Pictures,1,1983
5361,Horror,0.0,Walt Disney Pictures,0,1983
250,Horror,0.3333333333333333,Warner Bros.,1,1983
5392,Music,0.0,Columbia Pictures,0,1983
5396,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5395,Music,0.0,New Line Cinema,0,1983
230,Music,1.0,Paramount Pictures,1,1983
5398,Music,0.0,Relativity Media,0,1983
5399,Music,0.0,Touchstone Pictures,0,1983
5390,Music,0.0,Twentieth Century Fox Film Corporation,0,1983
5397,Music,0.0,Universal Pictures,0,1983
5391,Music,0.0,Walt Disney Pictures,0,1983
5393,Music,0.0,Warner Bros.,0,1983
5342,Romance,0.0,Columbia Pictures,0,1983
226,Romance,0.3333333333333333,Metro-Goldwyn-Mayer (MGM),1,1983
5345,Romance,0.0,New Line Cinema,0,1983
231,Romance,0.3333333333333333,Paramount Pictures,1,1983
5348,Romance,0.0,Relativity Media,0,1983
5349,Romance,0.0,Touchstone Pictures,0,1983
5340,Romance,0.0,Twentieth Century Fox Film Corporation,0,1983
5347,Romance,0.0,Universal Pictures,0,1983
5341,Romance,0.0,Walt Disney Pictures,0,1983
251,Romance,0.3333333333333333,Warner Bros.,1,1983
5282,Science Fiction,0.0,Columbia Pictures,0,1983
5286,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5285,Science Fiction,0.0,New Line Cinema,0,1983
232,Science Fiction,0.2,Paramount Pictures,1,1983
5288,Science Fiction,0.0,Relativity Media,0,1983
5289,Science Fiction,0.0,Touchstone Pictures,0,1983
236,Science Fiction,0.2,Twentieth Century Fox Film Corporation,1,1983
241,Science Fiction,0.2,Universal Pictures,1,1983
5281,Science Fiction,0.0,Walt Disney Pictures,0,1983
252,Science Fiction,0.4,Warner Bros.,2,1983
5312,Thriller,0.0,Columbia Pictures,0,1983
5316,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5315,Thriller,0.0,New Line Cinema,0,1983
233,Thriller,0.3333333333333333,Paramount Pictures,1,1983
5318,Thriller,0.0,Relativity Media,0,1983
5319,Thriller,0.0,Touchstone Pictures,0,1983
5310,Thriller,0.0,Twentieth Century Fox Film Corporation,0,1983
242,Thriller,0.3333333333333333,Universal Pictures,1,1983
5311,Thriller,0.0,Walt Disney Pictures,0,1983
253,Thriller,0.3333333333333333,Warner Bros.,1,1983
5382,War,0.0,Columbia Pictures,0,1983
5386,War,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5385,War,0.0,New Line Cinema,0,1983
5384,War,0.0,Paramount Pictures,0,1983
5388,War,0.0,Relativity Media,0,1983
5389,War,0.0,Touchstone Pictures,0,1983
5380,War,0.0,Twentieth Century Fox Film Corporation,0,1983
5387,War,0.0,Universal Pictures,0,1983
5381,War,0.0,Walt Disney Pictures,0,1983
5383,War,0.0,Warner Bros.,0,1983
5332,Western,0.0,Columbia Pictures,0,1983
5336,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,1983
5335,Western,0.0,New Line Cinema,0,1983
5334,Western,0.0,Paramount Pictures,0,1983
5338,Western,0.0,Relativity Media,0,1983
5339,Western,0.0,Touchstone Pictures,0,1983
5330,Western,0.0,Twentieth Century Fox Film Corporation,0,1983
5337,Western,0.0,Universal Pictures,0,1983
5331,Western,0.0,Walt Disney Pictures,0,1983
5333,Western,0.0,Warner Bros.,0,1983
5402,Action,0.0,Columbia Pictures,0,1984
257,Action,0.2,Metro-Goldwyn-Mayer (MGM),1,1984
5405,Action,0.0,New Line Cinema,0,1984
261,Action,0.6,Paramount Pictures,3,1984
5408,Action,0.0,Relativity Media,0,1984
5409,Action,0.0,Touchstone Pictures,0,1984
5400,Action,0.0,Twentieth Century Fox Film Corporation,0,1984
275,Action,0.2,Universal Pictures,1,1984
5401,Action,0.0,Walt Disney Pictures,0,1984
5403,Action,0.0,Warner Bros.,0,1984
254,Adventure,0.25,Columbia Pictures,1,1984
5416,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,1984
5415,Adventure,0.0,New Line Cinema,0,1984
262,Adventure,0.5,Paramount Pictures,2,1984
5418,Adventure,0.0,Relativity Media,0,1984
5419,Adventure,0.0,Touchstone Pictures,0,1984
5410,Adventure,0.0,Twentieth Century Fox Film Corporation,0,1984
5417,Adventure,0.0,Universal Pictures,0,1984
5411,Adventure,0.0,Walt Disney Pictures,0,1984
280,Adventure,0.25,Warner Bros.,1,1984
5502,Comedy,0.0,Columbia Pictures,0,1984
258,Comedy,0.2,Metro-Goldwyn-Mayer (MGM),1,1984
5505,Comedy,0.0,New Line Cinema,0,1984
263,Comedy,0.2,Paramount Pictures,1,1984
5508,Comedy,0.0,Relativity Media,0,1984
272,Comedy,0.2,Touchstone Pictures,1,1984
