,genres,norm_per_year,production_companies,total_films,year
1677,Action,0.11538461538461539,Universal Pictures,3,2007
1686,Action,0.038461538461538464,Walt Disney Pictures,1,2007
1692,Action,0.11538461538461539,Warner Bros.,3,2007
1618,Adventure,0.06666666666666667,Columbia Pictures,1,2007
1627,Adventure,0.06666666666666667,Metro-Goldwyn-Mayer (MGM),1,2007
1635,Adventure,0.06666666666666667,New Line Cinema,1,2007
1645,Adventure,0.26666666666666666,Paramount Pictures,4,2007
168,Adventure,0.0,Relativity Media,0,2007
1665,Adventure,0.06666666666666667,Touchstone Pictures,1,2007
1668,Adventure,0.2,Twentieth Century Fox Film Corporation,3,2007
167,Adventure,0.0,Universal Pictures,0,2007
1687,Adventure,0.06666666666666667,Walt Disney Pictures,1,2007
1693,Adventure,0.2,Warner Bros.,3,2007
1619,Comedy,0.10714285714285714,Columbia Pictures,3,2007
1628,Comedy,0.07142857142857142,Metro-Goldwyn-Mayer (MGM),2,2007
1636,Comedy,0.10714285714285714,New Line Cinema,3,2007
1646,Comedy,0.07142857142857142,Paramount Pictures,2,2007
1655,Comedy,0.03571428571428571,Relativity Media,1,2007
1666,Comedy,0.03571428571428571,Touchstone Pictures,1,2007
1669,Comedy,0.10714285714285714,Twentieth Century Fox Film Corporation,3,2007
1678,Comedy,0.21428571428571427,Universal Pictures,6,2007
1688,Comedy,0.10714285714285714,Walt Disney Pictures,3,2007
1694,Comedy,0.14285714285714285,Warner Bros.,4,2007
1620,Crime,0.06666666666666667,Columbia Pictures,1,2007
196,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,2007
1637,Crime,0.13333333333333333,New Line Cinema,2,2007
1647,Crime,0.2,Paramount Pictures,3,2007
1656,Crime,0.06666666666666667,Relativity Media,1,2007
199,Crime,0.0,Touchstone Pictures,0,2007
1670,Crime,0.2,Twentieth Century Fox Film Corporation,3,2007
1679,Crime,0.13333333333333333,Universal Pictures,2,2007
191,Crime,0.0,Walt Disney Pictures,0,2007
1695,Crime,0.2,Warner Bros.,3,2007
1621,Drama,0.06666666666666667,Columbia Pictures,2,2007
1629,Drama,0.1,Metro-Goldwyn-Mayer (MGM),3,2007
1638,Drama,0.1,New Line Cinema,3,2007
1648,Drama,0.1,Paramount Pictures,3,2007
1657,Drama,0.13333333333333333,Relativity Media,4,2007
209,Drama,0.0,Touchstone Pictures,0,2007
1671,Drama,0.06666666666666667,Twentieth Century Fox Film Corporation,2,2007
1680,Drama,0.26666666666666666,Universal Pictures,8,2007
201,Drama,0.0,Walt Disney Pictures,0,2007
1696,Drama,0.16666666666666666,Warner Bros.,5,2007
1622,Family,0.15384615384615385,Columbia Pictures,2,2007
226,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,2007
1639,Family,0.07692307692307693,New Line Cinema,1,2007
1649,Family,0.07692307692307693,Paramount Pictures,1,2007
1658,Family,0.07692307692307693,Relativity Media,1,2007
229,Family,0.0,Touchstone Pictures,0,2007
1672,Family,0.07692307692307693,Twentieth Century Fox Film Corporation,1,2007
1681,Family,0.07692307692307693,Universal Pictures,1,2007
1689,Family,0.23076923076923078,Walt Disney Pictures,3,2007
1697,Family,0.23076923076923078,Warner Bros.,3,2007
1623,Fantasy,0.14285714285714285,Columbia Pictures,2,2007
1630,Fantasy,0.07142857142857142,Metro-Goldwyn-Mayer (MGM),1,2007
1640,Fantasy,0.07142857142857142,New Line Cinema,1,2007
1650,Fantasy,0.07142857142857142,Paramount Pictures,1,2007
1659,Fantasy,0.14285714285714285,Relativity Media,2,2007
179,Fantasy,0.0,Touchstone Pictures,0,2007
1673,Fantasy,0.14285714285714285,Twentieth Century Fox Film Corporation,2,2007
1682,Fantasy,0.07142857142857142,Universal Pictures,1,2007
1690,Fantasy,0.21428571428571427,Walt Disney Pictures,3,2007
1698,Fantasy,0.07142857142857142,Warner Bros.,1,2007
272,History,0.0,Columbia Pictures,0,2007
1631,History,0.3333333333333333,Metro-Goldwyn-Mayer (MGM),1,2007
275,History,0.0,New Line Cinema,0,2007
274,History,0.0,Paramount Pictures,0,2007
278,History,0.0,Relativity Media,0,2007
279,History,0.0,Touchstone Pictures,0,2007
270,History,0.0,Twentieth Century Fox Film Corporation,0,2007
1683,History,0.6666666666666666,Universal Pictures,2,2007
271,History,0.0,Walt Disney Pictures,0,2007
273,History,0.0,Warner Bros.,0,2007
1624,Horror,0.16666666666666666,Columbia Pictures,1,2007
1632,Horror,0.16666666666666666,Metro-Goldwyn-Mayer (MGM),1,2007
265,Horror,0.0,New Line Cinema,0,2007
264,Horror,0.0,Paramount Pictures,0,2007
1660,Horror,0.16666666666666666,Relativity Media,1,2007
269,Horror,0.0,Touchstone Pictures,0,2007
1674,Horror,0.16666666666666666,Twentieth Century Fox Film Corporation,1,2007
267,Horror,0.0,Universal Pictures,0,2007
261,Horror,0.0,Walt Disney Pictures,0,2007
1699,Horror,0.3333333333333333,Warner Bros.,2,2007
292,Music,0.0,Columbia Pictures,0,2007
296,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,2007
1641,Music,1.0,New Line Cinema,1,2007
294,Music,0.0,Paramount Pictures,0,2007
298,Music,0.0,Relativity Media,0,2007
299,Music,0.0,Touchstone Pictures,0,2007
290,Music,0.0,Twentieth Century Fox Film Corporation,0,2007
297,Music,0.0,Universal Pictures,0,2007
291,Music,0.0,Walt Disney Pictures,0,2007
293,Music,0.0,Warner Bros.,0,2007
242,Romance,0.0,Columbia Pictures,0,2007
1633,Romance,0.16666666666666666,Metro-Goldwyn-Mayer (MGM),2,2007
1642,Romance,0.16666666666666666,New Line Cinema,2,2007
1651,Romance,0.08333333333333333,Paramount Pictures,1,2007
1661,Romance,0.08333333333333333,Relativity Media,1,2007
249,Romance,0.0,Touchstone Pictures,0,2007
240,Romance,0.0,Twentieth Century Fox Film Corporation,0,2007
1684,Romance,0.3333333333333333,Universal Pictures,4,2007
1691,Romance,0.08333333333333333,Walt Disney Pictures,1,2007
1700,Romance,0.08333333333333333,Warner Bros.,1,2007
182,Science Fiction,0.0,Columbia Pictures,0,2007
186,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,2007
185,Science Fiction,0.0,New Line Cinema,0,2007
1652,Science Fiction,0.25,Paramount Pictures,1,2007
188,Science Fiction,0.0,Relativity Media,0,2007
189,Science Fiction,0.0,Touchstone Pictures,0,2007
1675,Science Fiction,0.25,Twentieth Century Fox Film Corporation,1,2007
187,Science Fiction,0.0,Universal Pictures,0,2007
181,Science Fiction,0.0,Walt Disney Pictures,0,2007
1701,Science Fiction,0.5,Warner Bros.,2,2007
1625,Thriller,0.09523809523809523,Columbia Pictures,2,2007
216,Thriller,0.0,Metro-Goldwyn-Mayer (MGM),0,2007
1643,Thriller,0.09523809523809523,New Line Cinema,2,2007
1653,Thriller,0.14285714285714285,Paramount Pictures,3,2007
1662,Thriller,0.09523809523809523,Relativity Media,2,2007
219,Thriller,0.0,Touchstone Pictures,0,2007
1676,Thriller,0.23809523809523808,Twentieth Century Fox Film Corporation,5,2007
1685,Thriller,0.09523809523809523,Universal Pictures,2,2007
211,Thriller,0.0,Walt Disney Pictures,0,2007
1702,Thriller,0.23809523809523808,Warner Bros.,5,2007
282,War,0.0,Columbia Pictures,0,2007
286,War,0.0,Metro-Goldwyn-Mayer (MGM),0,2007
285,War,0.0,New Line Cinema,0,2007
284,War,0.0,Paramount Pictures,0,2007
288,War,0.0,Relativity Media,0,2007
289,War,0.0,Touchstone Pictures,0,2007
280,War,0.0,Twentieth Century Fox Film Corporation,0,2007
287,War,0.0,Universal Pictures,0,2007
281,War,0.0,Walt Disney Pictures,0,2007
283,War,0.0,Warner Bros.,0,2007
232,Western,0.0,Columbia Pictures,0,2007
236,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,2007
235,Western,0.0,New Line Cinema,0,2007
234,Western,0.0,Paramount Pictures,0,2007
1663,Western,0.5,Relativity Media,1,2007
239,Western,0.0,Touchstone Pictures,0,2007
230,Western,0.0,Twentieth Century Fox Film Corporation,0,2007
237,Western,0.0,Universal Pictures,0,2007
231,Western,0.0,Walt Disney Pictures,0,2007
1703,Western,0.5,Warner Bros.,1,2007
1704,Action,0.16666666666666666,Columbia Pictures,4,2008
1956,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,2008
1721,Action,0.041666666666666664,New Line Cinema,1,2008
1732,Action,0.08333333333333333,Paramount Pictures,2,2008
1742,Action,0.2916666666666667,Relativity Media,7,2008
1959,Action,0.0,Touchstone Pictures,0,2008
1756,Action,0.041666666666666664,Twentieth Century Fox Film Corporation,1,2008
1764,Action,0.16666666666666666,Universal Pictures,4,2008
1951,Action,0.0,Walt Disney Pictures,0,2008
1781,Action,0.20833333333333334,Warner Bros.,5,2008
1962,Adventure,0.0,Columbia Pictures,0,2008
1712,Adventure,0.06666666666666667,Metro-Goldwyn-Mayer (MGM),1,2008
1722,Adventure,0.2,New Line Cinema,3,2008
1733,Adventure,0.13333333333333333,Paramount Pictures,2,2008
1743,Adventure,0.2,Relativity Media,3,2008
1969,Adventure,0.0,Touchstone Pictures,0,2008
1757,Adventure,0.06666666666666667,Twentieth Century Fox Film Corporation,1,2008
1765,Adventure,0.2,Universal Pictures,3,2008
1774,Adventure,0.06666666666666667,Walt Disney Pictures,1,2008
1782,Adventure,0.06666666666666667,Warner Bros.,1,2008
1705,Comedy,0.15,Columbia Pictures,6,2008
1713,Comedy,0.05,Metro-Goldwyn-Mayer (MGM),2,2008
1723,Comedy,0.175,New Line Cinema,7,2008
1734,Comedy,0.075,Paramount Pictures,3,2008
1744,Comedy,0.175,Relativity Media,7,2008
1751,Comedy,0.025,Touchstone Pictures,1,2008
1758,Comedy,0.05,Twentieth Century Fox Film Corporation,2,2008
1766,Comedy,0.15,Universal Pictures,6,2008
1775,Comedy,0.075,Walt Disney Pictures,3,2008
1783,Comedy,0.075,Warner Bros.,3,2008
1706,Crime,0.14285714285714285,Columbia Pictures,2,2008
1714,Crime,0.14285714285714285,Metro-Goldwyn-Mayer (MGM),2,2008
1724,Crime,0.14285714285714285,New Line Cinema,2,2008
1994,Crime,0.0,Paramount Pictures,0,2008
1745,Crime,0.35714285714285715,Relativity Media,5,2008
1999,Crime,0.0,Touchstone Pictures,0,2008
1990,Crime,0.0,Twentieth Century Fox Film Corporation,0,2008
1767,Crime,0.07142857142857142,Universal Pictures,1,2008
1991,Crime,0.0,Walt Disney Pictures,0,2008
1784,Crime,0.14285714285714285,Warner Bros.,2,2008
1707,Drama,0.1,Columbia Pictures,4,2008
1715,Drama,0.075,Metro-Goldwyn-Mayer (MGM),3,2008
1725,Drama,0.15,New Line Cinema,6,2008
1735,Drama,0.05,Paramount Pictures,2,2008
1746,Drama,0.2,Relativity Media,8,2008
1752,Drama,0.075,Touchstone Pictures,3,2008
1759,Drama,0.075,Twentieth Century Fox Film Corporation,3,2008
1768,Drama,0.125,Universal Pictures,5,2008
1776,Drama,0.025,Walt Disney Pictures,1,2008
1785,Drama,0.125,Warner Bros.,5,2008
2022,Family,0.0,Columbia Pictures,0,2008
2026,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,2008
1726,Family,0.2727272727272727,New Line Cinema,3,2008
1736,Family,0.09090909090909091,Paramount Pictures,1,2008
2028,Family,0.0,Relativity Media,0,2008
2029,Family,0.0,Touchstone Pictures,0,2008
1760,Family,0.09090909090909091,Twentieth Century Fox Film Corporation,1,2008
2027,Family,0.0,Universal Pictures,0,2008
1777,Family,0.45454545454545453,Walt Disney Pictures,5,2008
1786,Family,0.09090909090909091,Warner Bros.,1,2008
1708,Fantasy,0.08333333333333333,Columbia Pictures,1,2008
1976,Fantasy,0.0,Metro-Goldwyn-Mayer (MGM),0,2008
1727,Fantasy,0.08333333333333333,New Line Cinema,1,2008
1737,Fantasy,0.16666666666666666,Paramount Pictures,2,2008
1747,Fantasy,0.3333333333333333,Relativity Media,4,2008
1979,Fantasy,0.0,Touchstone Pictures,0,2008
1970,Fantasy,0.0,Twentieth Century Fox Film Corporation,0,2008
1769,Fantasy,0.16666666666666666,Universal Pictures,2,2008
1778,Fantasy,0.08333333333333333,Walt Disney Pictures,1,2008
1787,Fantasy,0.08333333333333333,Warner Bros.,1,2008
2072,History,0.0,Columbia Pictures,0,2008
1716,History,0.5,Metro-Goldwyn-Mayer (MGM),1,2008
2075,History,0.0,New Line Cinema,0,2008
2074,History,0.0,Paramount Pictures,0,2008
2078,History,0.0,Relativity Media,0,2008
2079,History,0.0,Touchstone Pictures,0,2008
2070,History,0.0,Twentieth Century Fox Film Corporation,0,2008
1770,History,0.5,Universal Pictures,1,2008
2071,History,0.0,Walt Disney Pictures,0,2008
2073,History,0.0,Warner Bros.,0,2008
2062,Horror,0.0,Columbia Pictures,0,2008
1717,Horror,1.0,Metro-Goldwyn-Mayer (MGM),1,2008
2065,Horror,0.0,New Line Cinema,0,2008
2064,Horror,0.0,Paramount Pictures,0,2008
2068,Horror,0.0,Relativity Media,0,2008
2069,Horror,0.0,Touchstone Pictures,0,2008
2060,Horror,0.0,Twentieth Century Fox Film Corporation,0,2008
2067,Horror,0.0,Universal Pictures,0,2008
2061,Horror,0.0,Walt Disney Pictures,0,2008
2063,Horror,0.0,Warner Bros.,0,2008
1709,Music,0.3333333333333333,Columbia Pictures,1,2008
2096,Music,0.0,Metro-Goldwyn-Mayer (MGM),0,2008
2095,Music,0.0,New Line Cinema,0,2008
2094,Music,0.0,Paramount Pictures,0,2008
2098,Music,0.0,Relativity Media,0,2008
1753,Music,0.3333333333333333,Touchstone Pictures,1,2008
2090,Music,0.0,Twentieth Century Fox Film Corporation,0,2008
2097,Music,0.0,Universal Pictures,0,2008
1779,Music,0.3333333333333333,Walt Disney Pictures,1,2008
2093,Music,0.0,Warner Bros.,0,2008
1710,Romance,0.15,Columbia Pictures,3,2008
2046,Romance,0.0,Metro-Goldwyn-Mayer (MGM),0,2008
1728,Romance,0.1,New Line Cinema,2,2008
1738,Romance,0.1,Paramount Pictures,2,2008
1748,Romance,0.1,Relativity Media,2,2008
1754,Romance,0.05,Touchstone Pictures,1,2008
1761,Romance,0.05,Twentieth Century Fox Film Corporation,1,2008
1771,Romance,0.2,Universal Pictures,4,2008
1780,Romance,0.1,Walt Disney Pictures,2,2008
1788,Romance,0.15,Warner Bros.,3,2008
1982,Science Fiction,0.0,Columbia Pictures,0,2008
1718,Science Fiction,0.07692307692307693,Metro-Goldwyn-Mayer (MGM),1,2008
1729,Science Fiction,0.07692307692307693,New Line Cinema,1,2008
1739,Science Fiction,0.07692307692307693,Paramount Pictures,1,2008
1749,Science Fiction,0.15384615384615385,Relativity Media,2,2008
1989,Science Fiction,0.0,Touchstone Pictures,0,2008
1762,Science Fiction,0.3076923076923077,Twentieth Century Fox Film Corporation,4,2008
1772,Science Fiction,0.23076923076923078,Universal Pictures,3,2008
1981,Science Fiction,0.0,Walt Disney Pictures,0,2008
1789,Science Fiction,0.07692307692307693,Warner Bros.,1,2008
1711,Thriller,0.045454545454545456,Columbia Pictures,1,2008
1719,Thriller,0.13636363636363635,Metro-Goldwyn-Mayer (MGM),3,2008
1730,Thriller,0.045454545454545456,New Line Cinema,1,2008
1740,Thriller,0.09090909090909091,Paramount Pictures,2,2008
1750,Thriller,0.18181818181818182,Relativity Media,4,2008
2019,Thriller,0.0,Touchstone Pictures,0,2008
1763,Thriller,0.18181818181818182,Twentieth Century Fox Film Corporation,4,2008
1773,Thriller,0.09090909090909091,Universal Pictures,2,2008
2011,Thriller,0.0,Walt Disney Pictures,0,2008
1790,Thriller,0.22727272727272727,Warner Bros.,5,2008
2082,War,0.0,Columbia Pictures,0,2008
1720,War,0.3333333333333333,Metro-Goldwyn-Mayer (MGM),1,2008
2085,War,0.0,New Line Cinema,0,2008
1741,War,0.3333333333333333,Paramount Pictures,1,2008
2088,War,0.0,Relativity Media,0,2008
1755,War,0.3333333333333333,Touchstone Pictures,1,2008
2080,War,0.0,Twentieth Century Fox Film Corporation,0,2008
2087,War,0.0,Universal Pictures,0,2008
2081,War,0.0,Walt Disney Pictures,0,2008
2083,War,0.0,Warner Bros.,0,2008
2032,Western,0.0,Columbia Pictures,0,2008
2036,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,2008
1731,Western,1.0,New Line Cinema,1,2008
2034,Western,0.0,Paramount Pictures,0,2008
2038,Western,0.0,Relativity Media,0,2008
2039,Western,0.0,Touchstone Pictures,0,2008
2030,Western,0.0,Twentieth Century Fox Film Corporation,0,2008
2037,Western,0.0,Universal Pictures,0,2008
2031,Western,0.0,Walt Disney Pictures,0,2008
2033,Western,0.0,Warner Bros.,0,2008
1791,Action,0.1111111111111111,Columbia Pictures,3,2009
6,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,2009
5,Action,0.0,New Line Cinema,0,2009
1814,Action,0.18518518518518517,Paramount Pictures,5,2009
1822,Action,0.1111111111111111,Relativity Media,3,2009
1835,Action,0.037037037037037035,Touchstone Pictures,1,2009
1841,Action,0.18518518518518517,Twentieth Century Fox Film Corporation,5,2009
1848,Action,0.1111111111111111,Universal Pictures,3,2009
1860,Action,0.07407407407407407,Walt Disney Pictures,2,2009
1870,Action,0.18518518518518517,Warner Bros.,5,2009
1792,Adventure,0.13043478260869565,Columbia Pictures,3,2009
16,Adventure,0.0,Metro-Goldwyn-Mayer (MGM),0,2009
15,Adventure,0.0,New Line Cinema,0,2009
1815,Adventure,0.13043478260869565,Paramount Pictures,3,2009
1823,Adventure,0.17391304347826086,Relativity Media,4,2009
19,Adventure,0.0,Touchstone Pictures,0,2009
1842,Adventure,0.30434782608695654,Twentieth Century Fox Film Corporation,7,2009
1849,Adventure,0.08695652173913043,Universal Pictures,2,2009
1861,Adventure,0.08695652173913043,Walt Disney Pictures,2,2009
1871,Adventure,0.08695652173913043,Warner Bros.,2,2009
1793,Comedy,0.15384615384615385,Columbia Pictures,6,2009
1802,Comedy,0.05128205128205128,Metro-Goldwyn-Mayer (MGM),2,2009
1809,Comedy,0.05128205128205128,New Line Cinema,2,2009
1816,Comedy,0.05128205128205128,Paramount Pictures,2,2009
1824,Comedy,0.2564102564102564,Relativity Media,10,2009
1836,Comedy,0.02564102564102564,Touchstone Pictures,1,2009
1843,Comedy,0.07692307692307693,Twentieth Century Fox Film Corporation,3,2009
1850,Comedy,0.1794871794871795,Universal Pictures,7,2009
1862,Comedy,0.07692307692307693,Walt Disney Pictures,3,2009
1872,Comedy,0.07692307692307693,Warner Bros.,3,2009
1794,Crime,0.09090909090909091,Columbia Pictures,1,2009
1803,Crime,0.09090909090909091,Metro-Goldwyn-Mayer (MGM),1,2009
45,Crime,0.0,New Line Cinema,0,2009
44,Crime,0.0,Paramount Pictures,0,2009
1825,Crime,0.2727272727272727,Relativity Media,3,2009
49,Crime,0.0,Touchstone Pictures,0,2009
40,Crime,0.0,Twentieth Century Fox Film Corporation,0,2009
1851,Crime,0.18181818181818182,Universal Pictures,2,2009
41,Crime,0.0,Walt Disney Pictures,0,2009
1873,Crime,0.36363636363636365,Warner Bros.,4,2009
1795,Drama,0.1111111111111111,Columbia Pictures,3,2009
1804,Drama,0.1111111111111111,Metro-Goldwyn-Mayer (MGM),3,2009
1810,Drama,0.07407407407407407,New Line Cinema,2,2009
1817,Drama,0.037037037037037035,Paramount Pictures,1,2009
1826,Drama,0.25925925925925924,Relativity Media,7,2009
1837,Drama,0.037037037037037035,Touchstone Pictures,1,2009
50,Drama,0.0,Twentieth Century Fox Film Corporation,0,2009
1852,Drama,0.2222222222222222,Universal Pictures,6,2009
1863,Drama,0.037037037037037035,Walt Disney Pictures,1,2009
1874,Drama,0.1111111111111111,Warner Bros.,3,2009
1796,Family,0.15384615384615385,Columbia Pictures,2,2009
76,Family,0.0,Metro-Goldwyn-Mayer (MGM),0,2009
75,Family,0.0,New Line Cinema,0,2009
74,Family,0.0,Paramount Pictures,0,2009
1827,Family,0.07692307692307693,Relativity Media,1,2009
79,Family,0.0,Touchstone Pictures,0,2009
1844,Family,0.23076923076923078,Twentieth Century Fox Film Corporation,3,2009
77,Family,0.0,Universal Pictures,0,2009
1864,Family,0.38461538461538464,Walt Disney Pictures,5,2009
1875,Family,0.15384615384615385,Warner Bros.,2,2009
22,Fantasy,0.0,Columbia Pictures,0,2009
1805,Fantasy,0.08333333333333333,Metro-Goldwyn-Mayer (MGM),1,2009
1811,Fantasy,0.08333333333333333,New Line Cinema,1,2009
24,Fantasy,0.0,Paramount Pictures,0,2009
28,Fantasy,0.0,Relativity Media,0,2009
29,Fantasy,0.0,Touchstone Pictures,0,2009
1845,Fantasy,0.3333333333333333,Twentieth Century Fox Film Corporation,4,2009
1853,Fantasy,0.08333333333333333,Universal Pictures,1,2009
1865,Fantasy,0.16666666666666666,Walt Disney Pictures,2,2009
1876,Fantasy,0.25,Warner Bros.,3,2009
122,History,0.0,Columbia Pictures,0,2009
126,History,0.0,Metro-Goldwyn-Mayer (MGM),0,2009
125,History,0.0,New Line Cinema,0,2009
124,History,0.0,Paramount Pictures,0,2009
1828,History,0.25,Relativity Media,1,2009
129,History,0.0,Touchstone Pictures,0,2009
120,History,0.0,Twentieth Century Fox Film Corporation,0,2009
1854,History,0.25,Universal Pictures,1,2009
121,History,0.0,Walt Disney Pictures,0,2009
1877,History,0.5,Warner Bros.,2,2009
1797,Horror,0.2,Columbia Pictures,1,2009
116,Horror,0.0,Metro-Goldwyn-Mayer (MGM),0,2009
1812,Horror,0.2,New Line Cinema,1,2009
114,Horror,0.0,Paramount Pictures,0,2009
1829,Horror,0.4,Relativity Media,2,2009
119,Horror,0.0,Touchstone Pictures,0,2009
110,Horror,0.0,Twentieth Century Fox Film Corporation,0,2009
1855,Horror,0.2,Universal Pictures,1,2009
111,Horror,0.0,Walt Disney Pictures,0,2009
113,Horror,0.0,Warner Bros.,0,2009
1798,Music,0.16666666666666666,Columbia Pictures,1,2009
1806,Music,0.16666666666666666,Metro-Goldwyn-Mayer (MGM),1,2009
145,Music,0.0,New Line Cinema,0,2009
1818,Music,0.16666666666666666,Paramount Pictures,1,2009
1830,Music,0.16666666666666666,Relativity Media,1,2009
149,Music,0.0,Touchstone Pictures,0,2009
140,Music,0.0,Twentieth Century Fox Film Corporation,0,2009
147,Music,0.0,Universal Pictures,0,2009
1866,Music,0.3333333333333333,Walt Disney Pictures,2,2009
143,Music,0.0,Warner Bros.,0,2009
1799,Romance,0.05263157894736842,Columbia Pictures,1,2009
1807,Romance,0.05263157894736842,Metro-Goldwyn-Mayer (MGM),1,2009
1813,Romance,0.10526315789473684,New Line Cinema,2,2009
1819,Romance,0.05263157894736842,Paramount Pictures,1,2009
1831,Romance,0.3157894736842105,Relativity Media,6,2009
1838,Romance,0.05263157894736842,Touchstone Pictures,1,2009
90,Romance,0.0,Twentieth Century Fox Film Corporation,0,2009
1856,Romance,0.21052631578947367,Universal Pictures,4,2009
1867,Romance,0.10526315789473684,Walt Disney Pictures,2,2009
1878,Romance,0.05263157894736842,Warner Bros.,1,2009
1800,Science Fiction,0.1,Columbia Pictures,2,2009
36,Science Fiction,0.0,Metro-Goldwyn-Mayer (MGM),0,2009
35,Science Fiction,0.0,New Line Cinema,0,2009
1820,Science Fiction,0.2,Paramount Pictures,4,2009
1832,Science Fiction,0.1,Relativity Media,2,2009
1839,Science Fiction,0.05,Touchstone Pictures,1,2009
1846,Science Fiction,0.25,Twentieth Century Fox Film Corporation,5,2009
1857,Science Fiction,0.1,Universal Pictures,2,2009
1868,Science Fiction,0.05,Walt Disney Pictures,1,2009
1879,Science Fiction,0.15,Warner Bros.,3,2009
1801,Thriller,0.13043478260869565,Columbia Pictures,3,2009
1808,Thriller,0.043478260869565216,Metro-Goldwyn-Mayer (MGM),1,2009
65,Thriller,0.0,New Line Cinema,0,2009
1821,Thriller,0.043478260869565216,Paramount Pictures,1,2009
1833,Thriller,0.21739130434782608,Relativity Media,5,2009
1840,Thriller,0.043478260869565216,Touchstone Pictures,1,2009
1847,Thriller,0.13043478260869565,Twentieth Century Fox Film Corporation,3,2009
1858,Thriller,0.17391304347826086,Universal Pictures,4,2009
1869,Thriller,0.043478260869565216,Walt Disney Pictures,1,2009
1880,Thriller,0.17391304347826086,Warner Bros.,4,2009
132,War,0.0,Columbia Pictures,0,2009
136,War,0.0,Metro-Goldwyn-Mayer (MGM),0,2009
135,War,0.0,New Line Cinema,0,2009
134,War,0.0,Paramount Pictures,0,2009
1834,War,0.5,Relativity Media,1,2009
139,War,0.0,Touchstone Pictures,0,2009
130,War,0.0,Twentieth Century Fox Film Corporation,0,2009
1859,War,0.5,Universal Pictures,1,2009
131,War,0.0,Walt Disney Pictures,0,2009
133,War,0.0,Warner Bros.,0,2009
82,Western,0.0,Columbia Pictures,0,2009
86,Western,0.0,Metro-Goldwyn-Mayer (MGM),0,2009
85,Western,0.0,New Line Cinema,0,2009
84,Western,0.0,Paramount Pictures,0,2009
88,Western,0.0,Relativity Media,0,2009
89,Western,0.0,Touchstone Pictures,0,2009
80,Western,0.0,Twentieth Century Fox Film Corporation,0,2009
87,Western,0.0,Universal Pictures,0,2009
81,Western,0.0,Walt Disney Pictures,0,2009
83,Western,0.0,Warner Bros.,0,2009
1881,Action,0.14285714285714285,Columbia Pictures,4,2010
606,Action,0.0,Metro-Goldwyn-Mayer (MGM),0,2010
605,Action,0.0,New Line Cinema,0,2010
1893,Action,0.03571428571428571,Paramount Pictures,1,2010
1903,Action,0.25,Relativity Media,7,2010
609,Action,0.0,Touchstone Pictures,0,2010
1920,Action,0.10714285714285714,Twentieth Century Fox Film Corporation,3,2010
1928,Action,0.14285714285714285,Universal Pictures,4,2010
1940,Action,0.10714285714285714,Walt Disney Pictures,3,2010
1948,Action,0.21428571428571427,Warner Bros.,6,2010
612,Adventure,0.0,Columbia Pictures,0,2010
1887,Adventure,0.05,Metro-Goldwyn-Mayer (MGM),1,2010
615,Adventure,0.0,New Line Cinema,0,2010
1894,Adventure,0.1,Paramount Pictures,2,2010
1904,Adventure,0.15,Relativity Media,3,2010
619,Adventure,0.0,Touchstone Pictures,0,2010
1921,Adventure,0.05,Twentieth Century Fox Film Corporation,1,2010
1929,Adventure,0.15,Universal Pictures,3,2010
1941,Adventure,0.2,Walt Disney Pictures,4,2010
1949,Adventure,0.3,Warner Bros.,6,2010
1882,Comedy,0.10344827586206896,Columbia Pictures,3,2010
1888,Comedy,0.034482758620689655,Metro-Goldwyn-Mayer (MGM),1,2010
1890,Comedy,0.10344827586206896,New Line Cinema,3,2010
1895,Comedy,0.06896551724137931,Paramount Pictures,2,2010
1905,Comedy,0.20689655172413793,Relativity Media,6,2010
1915,Comedy,0.034482758620689655,Touchstone Pictures,1,2010
1922,Comedy,0.13793103448275862,Twentieth Century Fox Film Corporation,4,2010
1930,Comedy,0.1724137931034483,Universal Pictures,5,2010
1942,Comedy,0.06896551724137931,Walt Disney Pictures,2,2010
1950,Comedy,0.06896551724137931,Warner Bros.,2,2010
1883,Crime,0.125,Columbia Pictures,1,2010
646,Crime,0.0,Metro-Goldwyn-Mayer (MGM),0,2010
645,Crime,0.0,New Line Cinema,0,2010
644,Crime,0.0,Paramount Pictures,0,2010
1906,Crime,0.125,Relativity Media,1,2010
649,Crime,0.0,Touchstone Pictures,0,2010
1923,Crime,0.125,Twentieth Century Fox Film Corporation,1,2010
1931,Crime,0.125,Universal Pictures,1,2010
641,Crime,0.0,Walt Disney Pictures,0,2010
1951,Crime,0.5,Warner Bros.,4,2010
1884,Drama,0.10344827586206896,Columbia Pictures,3,2010
656,Drama,0.0,Metro-Goldwyn-Mayer (MGM),0,2010
1891,Drama,0.06896551724137931,New Line Cinema,2,2010
1896,Drama,0.10344827586206896,Paramount Pictures,3,2010
1907,Drama,0.1724137931034483,Relativity Media,5,2010
